og	oo	cg	co
Sociedade_de_Debates_da_Universidade_Federal_do_Cear\u00e1_A	University_of_Auckland_A	IBA_DU_C	Dhaka_University_A
Princeton_University_A	Princeton_University_C	University_of_the_Philippines_Diliman_A	Hebrew_University_of_Jerusalem_A
University_of_Malaya_2	University_of_Queensland_(UQ)_B	Durham_University_C	Bangladesh_University_of_Engineering_and_Technology_B
Vienna_B	Nanjing_university_XZ	IGNOU_Saidha_&amp;_Mishra	University_of_Malaya_3
IBA_DU_B	Nanyang_Technological_University_A	Universidad_San_Francisco_de_Quito_DS	Higher_School_of_Economics_A
Harvard_College_HM	Monash_University_B	Royal_Institute_of_Colombo_1	Oxford_A
Weizmann_Institute_of_Science_A	Nazarbayev_University_(NU)_B	University_of_Zagreb_D	Diplomatic_Academy_of_Vietnam_B
University_of_Belgrade_D	Delhi_Technological_University_AC	Diponegoro_University_A	Durham_University_B
Thammasat_University_A	Debate_Society_by_the_University_of_London_students_1	UT_MARA_B	Hebrew_University_of_Jerusalem_C
Universidad_Nacional_de_Cuyo_Argentina	UT_MARA_C	Bangladesh_University_of_Engineering_and_Technology_D	Johns_Hopkins_University_AL
Symbiosis_Law_School,_Pune_X	Western_University_A	University_of_Zagreb_C	University_of_Chicago_NK
Imperial_College_London_D	Nanjing_university_GC	Universitas_Negeri_Yogyakarta_A	University_for_Development_Studies_A
Edinburgh_University_Debates_Union_B	Pontificia_Universidad_Cat\u00f3lica_de_Valpara\u00edso_A	University_of_Ilorin_B	The_University_of_Tokyo_SS
Universitas_Gadjah_Mada_B	Macau_University_of_Science_and_Technology_C	Habib_University_A	Singapore_Management_University_EA
Monash_University_E	UT_MARA_E	National_University_of_Juridical_Sciences,_Kolkata_A	University_of_Belgrade_C
Akenten_Appiah_Menka_University_of_Skills_Training_and_Entrepreneurial_Development_A	Peking_University_C	Mahidol_University_International_College_A	Oxford_E
Beijing_Foreign_Studies_University_UFO	University_of_Mataram_A	Waseda_University_A	University_of_Vermont_BW
Ateneo_de_Manila_University_C	University_of_Chicago_BP	University_of_Chicago_GJ	University_of_Malaya_1
Ateneo_de_Manila_University_D	University_of_Macau_A	Reichman_University_A	Osaka_A
Northeastern_University_at_Qinhuangdao_1	Beihang_University_1	North_South_University_B	University_of_the_Philippines_Tacloban_A
University_of_St_Andrews_B	Delhi_Technological_University_AK	Imperial_College_London_C	National_Law_University_Odisha_(NLUO)_A
University_of_Western_Australia_A	Diplomatic_Academy_of_Vietnam_A	Victoria_University_of_Wellington_1	The_Open_University_of_Israel_A
University_of_New_South_Wales_A	Johns_Hopkins_University_AW	Princeton_University_D	University_of_the_Philippines_Los_Ba\u00f1os_B
Cambridge_Union_Society_A	Pontificia_Universidad_Cat\u00f3lica_del_Per\u00fa_A	The_University_of_Tokyo_KM	University_of_Alberta_Debate_Society_A
Korea_University_Debate_Club_C	University_of_Energy_and_Natural_Resources_B	Qatar_University_A	Beijing_Foreign_Studies_University_JE
University_of_Sydney_B	Trivium_A	BRAC_University_A	University_Philosophical_Society_A
Harvard_College_SY	TCD_Hist_E	University_of_S\u00e3o_Paulo_A	KNUST_SB
Manado_State_University_A	University_of_Technology,_Jamaica_C	Swing_2	Southeast_University_A
Cornell_University_C	University_of_Zagreb_A	Korea_University_Debate_Club_B	National_University_of_Singapore_C
Royal_Institute_of_Colombo_2	Government_Law_College,_Mumbai_MM	Institut_Teknologi_Bandung_A	Chulalongkorn_University_A
University_of_Energy_and_Natural_Resources_A	University_of_Rajshahi_A	Technion_B	IBA_DU_A
TCD_Hist_A	Hobart_&amp;_William_Smith_Colleges_LP	Zhejiang_International_Studies_University_A	Binus_University_A
Yonsei_University_4	University_Philosophical_Society_C	Bangladesh_University_of_Engineering_and_Technology_A	Hebrew_University_of_Jerusalem_T&amp;Y
Premier_University,_Chittagong,_Bangladesh_Legacy	Nanyang_Technological_University_C.	Bangladesh_University_of_Engineering_and_Technology_E	Georgetown_University_Qatar_A
The_George_Washington_University_A	Bates_College_AM	Macau_University_of_Science_and_Technology_MUSTB	San_Beda_University_-_Manila_B
Shanghai_University_of_Finance_and_Economics_(SUFE)_2	Mindanao_State_University_-_General_Santos_City_Campus_JK	Shahjalal_University_of_Science_and_Technology_A	National_University_of_Juridical_Sciences,_Kolkata_B
Universitas_Gadjah_Mada_A	Glasgow_University_Union_D	McGill_Debating_Union_B	UT_MARA_A
Chittagong_University_A	Ateneo_de_Manila_University_e	University_of_Ghana_C	University_of_Zagreb_F
International_Islamic_University_Malaysia_4	Hart_House_A	International_Islamic_University_Malaysia_2	Technion_A
Queen&#x27;s_Debating_Union_(QDU)_B	Aalto_University_TL	University_of_the_Philippines_Diliman_C	Manchester_Debating_Union_(University_of_Manchester)_A
Hobart_&amp;_William_Smith_Colleges_KK	Ateneo_de_Manila_University_A	Vienna_A	UNWE_A
University_of_Sydney_C	Glasgow_University_Union_B	Harvard_College_AW	King\u2019s_College_London_A
London_School_of_Economics_and_Political_Science_C	Visoka_Skola_Pep_A	London_School_of_Economics_and_Political_Science_A	Sofia_University_A
Yonsei_University_2	Singapore_Management_University_SM	Oxford_D	Cambridge_Union_Society_D
Shanghai_International_Studies_University_2	Korea_University_Debate_Club_A	Khulna_University_of_Engineering_&amp;_Technology_1	University_of_S\u00e3o_Paulo_B
Princeton_University_B	Harvard_College_HT	Yale_University_A	University_of_Belgrade_B
De_La_Salle_University_A	University_of_Aberdeen_DW	IIT_Bombay_MH	Tel_Aviv_university_b
Cambridge_Union_Society_C	University_of_Wollongong_A	Haifa_University_B	Hart_House_C
TCD_Hist_C	Australian_National_University_A	TCD_Hist_B	National_University_of_Singapore_B
Peking_University_B	Drexel_University_A	Universitas_Surabaya_A	BRAC_University_C
the_Chinese_University_of_Hong_Kong,_Shenzhen_A	De_La_Salle_University_C	International_Islamic_University_Malaysia_1	Tsinghua_University_A
