	sim_1	sim_2	sim_3	sim_4	sim_5	sim_6	sim_7	sim_8	sim_9	sim_10	sim_11	sim_12	sim_13	sim_14	sim_15	sim_16	sim_17	sim_18	sim_19	sim_20	sim_21	sim_22	sim_23	sim_24	sim_25	sim_26	sim_27	sim_28	sim_29	sim_30	sim_31	sim_32	sim_33	sim_34	sim_35	sim_36	sim_37	sim_38	sim_39	sim_40	sim_41	sim_42	sim_43	sim_44	sim_45	sim_46	sim_47	sim_48	sim_49	sim_50	sim_51	sim_52	sim_53	sim_54	sim_55	sim_56	sim_57	sim_58	sim_59	sim_60	sim_61	sim_62	sim_63	sim_64	sim_65	sim_66	sim_67	sim_68	sim_69	sim_70	sim_71	sim_72	sim_73	sim_74	sim_75	sim_76	sim_77	sim_78	sim_79	sim_80	sim_81	sim_82	sim_83	sim_84	sim_85	sim_86	sim_87	sim_88	sim_89	sim_90	sim_91	sim_92	sim_93	sim_94	sim_95	sim_96	sim_97	sim_98	sim_99	sim_100	sim_101	sim_102	sim_103	sim_104	sim_105	sim_106	sim_107
Subramaniam_&_Li_r7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Subramaniam_&_Li_r8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Doyle_&_Leslie-Keefe_r7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Doyle_&_Leslie-Keefe_r8	2	2	3	3	2	2	2	2	1	2	3	3	2	2	1	3	3	2	2	3	3	2	3	3	2	1	2	3	3	3	2	2	2	3	2	2	3	3	2	3	2	2	3	3	2	3	2	2	2	2	3	2	2	3	2	3	3	3	3	3	2	3	3	2	3	3	2	3	2	2	2	2	3	2	2	3	2	2	3	3	3	3	3	2	2	2	3	2	2	3	3	3	3	2	2	2	2	2	3	3	3	2	3	2	2	3	2
Lafferty_&_Wu_r7	2	3	3	2	2	2	3	2	3	2	3	3	2	3	3	2	3	2	3	2	2	3	3	3	2	3	3	3	2	2	2	3	3	3	3	3	3	2	2	2	3	2	3	2	2	3	2	2	3	3	2	2	3	2	2	3	2	2	3	2	2	3	2	3	2	2	2	3	2	3	2	2	2	2	3	3	3	2	2	3	2	3	3	3	2	3	2	3	2	2	2	2	2	3	2	3	2	3	2	2	2	2	3	2	3	3	3
Lafferty_&_Wu_r8	3	1	2	3	3	3	1	3	2	3	2	2	3	2	2	3	2	3	2	3	3	2	2	2	3	2	2	2	3	3	3	2	2	2	2	2	1	3	3	3	1	3	2	3	3	2	3	3	2	2	3	3	1	3	3	1	3	3	2	3	3	2	3	2	3	3	3	1	3	2	3	3	3	3	2	2	2	3	3	1	3	2	2	1	3	1	3	2	3	3	3	3	3	2	3	1	3	1	3	3	3	3	1	3	2	1	2
Madzivire_&_Tong_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Madzivire_&_Tong_r8	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
Toomey_&_Ryan_r7	3	2	2	3	3	3	2	3	2	3	2	2	3	2	2	3	2	3	2	3	3	2	2	2	3	2	2	2	3	3	3	2	2	2	2	2	2	3	3	3	2	3	2	3	3	2	3	3	2	2	3	3	2	3	3	2	3	3	2	3	3	2	3	2	3	3	3	2	3	2	3	3	3	3	2	2	2	3	3	2	3	2	2	2	3	2	3	2	3	3	3	3	3	2	3	2	3	2	3	3	3	3	2	3	2	2	2
Toomey_&_Ryan_r8	1	3	3	1	2	2	3	2	3	2	3	3	2	3	3	2	3	2	3	1	2	3	3	3	2	3	3	3	2	2	1	3	3	3	3	3	3	1	1	2	3	2	3	2	2	3	2	2	3	3	1	2	3	2	1	3	1	2	3	2	1	3	1	3	2	1	1	3	2	3	2	2	2	2	3	3	3	2	2	3	2	3	3	3	2	3	2	3	2	2	2	2	1	3	1	3	1	3	1	1	2	2	3	2	3	3	3
Jain_&_Fazal_r7	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	0	1	1	0	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1
Jain_&_Fazal_r8	2	2	2	3	3	3	3	2	3	3	2	2	3	3	3	2	3	3	2	2	3	2	2	3	2	3	3	2	3	3	2	2	3	3	3	2	2	3	3	3	2	2	2	2	1	2	3	2	3	3	2	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	3	2	2	3	2	3	2	2	2	1	2	2	2	3	3	3	2	2	2	3	2	2	2	3	3	3	3	2	2	2	2	2	2	2	2	2
Kamath_&_Story_r7	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Kamath_&_Story_r8	3	3	2	2	3	3	3	3	3	3	2	2	3	3	3	2	2	3	3	2	2	3	2	2	3	3	3	2	2	2	3	3	3	2	3	3	2	2	3	2	3	3	2	2	3	2	3	3	3	3	2	3	3	2	3	2	2	2	2	2	3	2	2	3	2	2	3	2	3	3	3	3	2	3	3	2	3	3	2	2	2	2	2	3	3	3	2	3	3	2	2	2	2	3	3	3	3	3	2	2	2	3	2	3	3	2	3
Legaspi_&_Alcañeses_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Legaspi_&_Alcañeses_r8	1	0	2	1	1	1	1	0	1	1	1	2	1	1	0	1	1	1	2	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	2	2	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
McKellar_&_Woodruff_r7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
McKellar_&_Woodruff_r8	0	1	1	1	1	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1
Mor_&_Ben_Porat_r7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Mor_&_Ben_Porat_r8	3	3	3	3	3	3	3	2	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	3	3	2	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	3	2	2	2	3	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	3	2	3	3	3	3	3	3
Puthucheary_&_Mentis_r7	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Puthucheary_&_Mentis_r8	2	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	2	1	1	1	2	1	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	1	1	2	1	1	2	1
Brayan_&_Chaffey_r7	3	3	2	2	2	2	2	3	2	2	3	2	3	2	2	2	2	2	3	3	3	3	2	3	2	2	2	3	2	2	2	2	3	2	2	2	3	3	3	2	3	3	3	3	3	2	3	2	2	2	2	3	2	2	3	3	2	2	3	2	3	2	3	3	3	3	3	2	3	2	3	3	3	3	2	2	3	3	2	3	2	2	2	3	2	2	3	2	3	3	2	2	3	3	3	2	3	2	3	3	3	3	3	2	3	3	2
Brayan_&_Chaffey_r8	3	3	3	3	3	3	3	2	3	3	2	3	2	3	3	3	3	3	3	2	3	3	2	3	2	3	3	2	3	3	3	2	3	3	3	2	3	2	3	3	3	3	2	2	3	2	3	3	3	3	3	3	3	3	3	2	3	2	2	2	3	3	2	2	2	2	3	3	2	3	3	2	2	2	3	2	3	3	3	2	3	2	2	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	2	2	2	3	3	3	2	2	3
Chang_&_Thomas_r7	0	0	0	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	0	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0
Chang_&_Thomas_r8	2	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	3	2	2	1	2	2	2	2	2	3	2	2	3	3	2	2	1	2	2	2	2	2	1	2	3	2	3	2	2	1	2	2	3	2	2	2	2	2	2	2	2	3	3	2	3	2	2	3	2	3	3	2	3	2	1	2	2	3	2	3	2	2	2	1	3	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	1	1	1	2	3	3	2	3	1
Douglas_&_Freeland_r7	2	2	3	3	3	3	3	2	3	3	2	3	2	3	3	3	3	3	2	2	2	2	3	2	3	3	3	2	3	3	3	3	2	3	3	3	2	2	2	3	2	2	2	2	2	3	2	3	3	3	3	2	3	3	2	2	3	3	2	3	2	3	2	2	2	2	2	3	2	3	2	2	2	2	3	3	2	2	3	2	3	3	3	2	3	3	2	3	2	2	3	3	2	2	2	3	2	3	2	2	2	2	2	3	2	2	3
Douglas_&_Freeland_r8	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0
Mahmood_&_Tabassum_r7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Mahmood_&_Tabassum_r8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Mahmud_&_Ehrenberg_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mahmud_&_Ehrenberg_r8	1	2	1	0	0	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	2	1	0	0	1	0	0	0	1	0	0	1
Perri_&_Tiefer_r7	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Perri_&_Tiefer_r8	1	0	0	0	0	0	0	0	2	0	1	1	1	0	2	0	1	1	1	1	1	0	1	0	0	2	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	1	1	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0
Potocki_&_Ntshangase_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Potocki_&_Ntshangase_r8	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3
Raman_&_Armstrong_r7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Raman_&_Armstrong_r8	2	2	2	2	2	2	2	3	2	2	3	2	3	2	2	2	2	2	2	3	2	2	3	2	3	2	2	3	2	2	2	3	2	2	2	3	2	3	2	2	2	2	3	3	2	3	2	2	2	2	2	2	2	2	2	3	2	3	3	3	2	2	3	3	3	3	2	2	3	2	2	3	3	3	2	3	2	2	2	3	2	3	3	2	2	2	2	2	2	2	2	3	3	3	3	2	2	2	3	3	3	2	2	2	3	3	2
Wolff_&_Wolf_r7	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Wolff_&_Wolf_r8	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	1	1
Wolifson_&_Bako_r7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Wolifson_&_Bako_r8	2	2	2	3	2	2	3	2	3	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Zaharim_&_WS_r7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Zaharim_&_WS_r8	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Arbour_&_Low_r7	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1
Arbour_&_Low_r8	0	1	0	1	1	0	1	1	0	1	1	1	0	0	2	0	1	0	0	0	1	0	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	0	1	1	1	0	0	0	1	1	0	1	1	1	0	1	2	1	0	2	0	1	1	1	1	0	0	0	1	1	1	0	2	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	2	0	2	1	1	0	1	1	0
Aryal_&_Amin_r7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Aryal_&_Amin_r8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kalavagunta_&_Zuo_r7	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Kalavagunta_&_Zuo_r8	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	2	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	2	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1
Kim_&_Wu_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kim_&_Wu_r8	3	2	2	3	2	3	3	3	2	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	2	3	2	2	2	3	2	3	3	3	3	3	3	3	2	2	2	3	3	3	3	2	3	3	2	3	3	3	3	2	2	3	2	2	2	3	3	3	2	2	3	3	2	2	3	3	2	3	2	3	3	3	3	3	3	2	3	2	3	2	2	3	3	2	2	2	2	2	3	3	3	3	3	3	2	2	2	3	3
Lyndon_&_Machorro_r7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Lyndon_&_Machorro_r8	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3	2	2	3	3	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	3	2	3	2	3	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	2	3	3
Neumann_&_Mittal_r7	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0
Neumann_&_Mittal_r8	1	1	1	1	2	0	1	2	1	0	1	1	2	2	2	0	1	1	2	1	1	2	2	1	0	0	2	2	2	1	2	2	3	1	3	1	0	0	1	0	2	1	1	1	2	0	1	2	2	0	1	1	1	1	2	1	1	1	1	1	1	2	1	1	0	1	1	1	1	2	1	2	2	1	2	2	1	2	2	1	1	1	1	2	2	3	1	2	2	0	1	1	2	1	2	2	1	0	1	2	1	0	1	2	3	1	1
Rădulescu_&_Woo_r7	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Rădulescu_&_Woo_r8	2	2	2	2	2	2	2	3	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	3	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	3	3	3	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2
